serial_number,file_date,time_sec,bv_volts,t_deg_c,do_mg_l,q,logger_type
7450-390616,2022-04-22T14:08:00Z,1650683760,3.45,12.462,+12.069,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650683820,3.45,12.462,+12.070,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650683880,3.45,12.444,+12.070,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650683940,3.45,12.435,+12.067,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684000,3.45,12.435,+12.076,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684060,3.45,12.426,+12.074,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684120,3.45,12.444,+12.065,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684180,3.45,12.426,+12.055,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684240,3.45,12.418,+12.057,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684300,3.45,12.418,+12.052,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684360,3.45,12.409,+12.053,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684420,3.45,12.418,+12.040,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684480,3.44,12.382,+12.056,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684540,3.44,12.391,+12.041,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684600,3.44,12.382,+12.058,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684660,3.44,12.373,+12.051,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684720,3.44,12.382,+12.037,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684780,3.44,12.382,+12.038,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684840,3.44,12.356,+12.039,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684900,3.44,12.338,+12.038,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650684960,3.44,12.356,+12.042,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685020,3.44,12.329,+12.043,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685080,3.44,12.347,+12.023,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685140,3.44,12.347,+12.025,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685200,3.44,12.338,+12.007,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685260,3.44,12.338,+12.001,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685320,3.44,12.329,+12.017,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685380,3.44,12.32,+11.998,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685440,3.44,12.311,+12.016,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685500,3.44,12.32,+12.010,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685560,3.44,12.303,+11.996,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685620,3.44,12.276,+12.010,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685680,3.44,12.285,+12.001,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685740,3.44,12.285,+11.998,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685800,3.44,12.276,+11.998,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685860,3.44,12.276,+11.981,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685920,3.44,12.267,+11.988,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650685980,3.44,12.258,+11.987,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686040,3.44,12.258,+11.985,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686100,3.44,12.241,+11.997,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686160,3.44,12.249,+11.982,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686220,3.44,12.232,+11.981,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686280,3.44,12.214,+11.984,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686340,3.44,12.223,+11.984,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686400,3.44,12.223,+11.972,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686460,3.44,12.205,+11.972,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686520,3.44,12.232,+11.972,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686580,3.44,12.196,+11.972,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686640,3.44,12.196,+11.971,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686700,3.44,12.178,+11.961,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686760,3.44,12.187,+11.965,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686820,3.44,12.17,+11.960,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686880,3.44,12.187,+11.943,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650686940,3.44,12.161,+11.956,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687000,3.44,12.152,+11.951,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687060,3.44,12.134,+11.961,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687120,3.44,12.152,+11.937,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687180,3.44,12.152,+11.928,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687240,3.44,12.108,+11.940,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687300,3.44,12.116,+11.928,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687360,3.44,12.116,+11.931,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687420,3.44,12.108,+11.926,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687480,3.44,12.081,+11.948,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687540,3.44,12.108,+11.915,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687600,3.44,12.081,+11.923,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687660,3.44,12.09,+11.912,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687720,3.44,12.072,+11.918,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687780,3.44,12.09,+11.899,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687840,3.44,12.054,+11.921,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687900,3.44,12.036,+11.904,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650687960,3.44,12.045,+11.904,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688020,3.44,12.028,+11.897,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688080,3.44,12.019,+11.907,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688140,3.44,12.001,+11.897,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688200,3.44,12.019,+11.890,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688260,3.44,12.001,+11.876,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688320,3.44,12.001,+11.890,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688380,3.44,11.983,+11.885,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688440,3.44,11.983,+11.871,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688500,3.44,11.983,+11.873,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688560,3.44,11.948,+11.872,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688620,3.44,11.956,+11.864,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688680,3.44,11.956,+11.855,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688740,3.44,11.939,+11.851,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688800,3.44,11.93,+11.850,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688860,3.44,11.939,+11.845,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688920,3.44,11.939,+11.837,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650688980,3.44,11.921,+11.836,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689040,3.44,11.939,+11.818,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689100,3.44,11.921,+11.830,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689160,3.44,11.912,+11.839,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689220,3.44,11.912,+11.818,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689280,3.44,11.894,+11.820,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689340,3.44,11.885,+11.829,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689400,3.44,11.885,+11.817,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689460,3.44,11.867,+11.828,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689520,3.44,11.841,+11.843,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689580,3.44,11.876,+11.812,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689640,3.44,11.841,+11.821,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689700,3.44,11.859,+11.830,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689760,3.44,11.859,+11.812,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689820,3.44,11.841,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689880,3.44,11.832,+11.822,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650689940,3.44,11.823,+11.837,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690000,3.44,11.832,+11.831,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690060,3.44,11.832,+11.822,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690120,3.44,11.814,+11.821,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690180,3.44,11.823,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690240,3.44,11.814,+11.825,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690300,3.44,11.823,+11.810,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690360,3.44,11.805,+11.809,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690420,3.44,11.787,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690480,3.44,11.805,+11.822,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690540,3.44,11.805,+11.811,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690600,3.44,11.796,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690660,3.44,11.787,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690720,3.44,11.787,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690780,3.44,11.769,+11.831,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690840,3.44,11.761,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690900,3.44,11.778,+11.827,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650690960,3.44,11.752,+11.841,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691020,3.44,11.778,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691080,3.44,11.761,+11.831,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691140,3.44,11.743,+11.839,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691200,3.44,11.734,+11.837,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691260,3.44,11.761,+11.817,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691320,3.44,11.761,+11.825,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691380,3.44,11.743,+11.835,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691440,3.44,11.743,+11.819,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691500,3.44,11.752,+11.827,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691560,3.44,11.725,+11.820,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691620,3.44,11.743,+11.832,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691680,3.44,11.716,+11.835,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691740,3.44,11.725,+11.837,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691800,3.44,11.725,+11.837,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691860,3.44,11.716,+11.827,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691920,3.44,11.725,+11.818,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650691980,3.44,11.716,+11.833,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692040,3.44,11.725,+11.827,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692100,3.44,11.725,+11.829,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692160,3.44,11.716,+11.832,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692220,3.44,11.698,+11.838,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692280,3.44,11.689,+11.841,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692340,3.44,11.698,+11.841,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692400,3.44,11.707,+11.829,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692460,3.44,11.707,+11.821,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692520,3.44,11.698,+11.834,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692580,3.44,11.698,+11.830,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692640,3.44,11.689,+11.828,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692700,3.44,11.689,+11.831,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692760,3.44,11.68,+11.831,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692820,3.44,11.698,+11.828,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692880,3.44,11.698,+11.820,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650692940,3.44,11.698,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693000,3.44,11.698,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693060,3.44,11.68,+11.838,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693120,3.44,11.698,+11.835,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693180,3.44,11.68,+11.835,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693240,3.44,11.689,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693300,3.44,11.68,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693360,3.44,11.671,+11.832,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693420,3.44,11.671,+11.843,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693480,3.44,11.662,+11.825,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693540,3.44,11.68,+11.825,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693600,3.44,11.662,+11.826,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693660,3.44,11.671,+11.830,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693720,3.44,11.662,+11.830,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693780,3.44,11.671,+11.824,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693840,3.44,11.68,+11.825,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693900,3.44,11.671,+11.827,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650693960,3.44,11.671,+11.818,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694020,3.44,11.671,+11.822,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694080,3.44,11.653,+11.839,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694140,3.44,11.671,+11.806,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694200,3.44,11.653,+11.823,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694260,3.44,11.636,+11.834,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694320,3.44,11.662,+11.816,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694380,3.44,11.662,+11.812,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694440,3.44,11.645,+11.803,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694500,3.44,11.645,+11.824,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694560,3.44,11.662,+11.811,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694620,3.44,11.653,+11.803,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694680,3.44,11.645,+11.816,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694740,3.44,11.636,+11.825,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694800,3.44,11.645,+11.813,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694860,3.44,11.636,+11.811,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694920,3.44,11.645,+11.806,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650694980,3.44,11.627,+11.803,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695040,3.44,11.627,+11.809,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695100,3.44,11.609,+11.809,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695160,3.44,11.618,+11.817,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695220,3.44,11.6,+11.813,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695280,3.44,11.609,+11.806,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695340,3.44,11.591,+11.809,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695400,3.44,11.582,+11.807,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695460,3.44,11.555,+11.822,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695520,3.44,11.591,+11.805,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695580,3.44,11.573,+11.826,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695640,3.44,11.564,+11.816,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695700,3.44,11.537,+11.812,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695760,3.44,11.546,+11.807,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695820,3.44,11.546,+11.803,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695880,3.44,11.546,+11.803,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650695940,3.44,11.519,+11.824,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696000,3.44,11.528,+11.801,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696060,3.44,11.519,+11.809,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696120,3.44,11.519,+11.812,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696180,3.44,11.51,+11.794,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696240,3.44,11.51,+11.793,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696300,3.44,11.51,+11.785,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696360,3.44,11.493,+11.771,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696420,3.44,11.51,+11.755,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696480,3.44,11.502,+11.737,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696540,3.44,11.502,+11.749,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696600,3.44,11.502,+11.722,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696660,3.44,11.475,+11.743,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696720,3.44,11.51,+11.719,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696780,3.44,11.475,+11.743,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696840,3.44,11.475,+11.725,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696900,3.44,11.475,+11.718,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650696960,3.44,11.466,+11.702,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697020,3.44,11.466,+11.713,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697080,3.44,11.502,+11.687,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697140,3.44,11.457,+11.694,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697200,3.44,11.475,+11.696,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697260,3.44,11.475,+11.669,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697320,3.44,11.475,+11.665,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697380,3.44,11.457,+11.659,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697440,3.44,11.457,+11.662,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697500,3.44,11.457,+11.661,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697560,3.44,11.466,+11.653,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697620,3.44,11.448,+11.670,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697680,3.44,11.457,+11.665,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697740,3.44,11.439,+11.663,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697800,3.44,11.448,+11.651,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697860,3.44,11.448,+11.667,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697920,3.44,11.448,+11.676,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650697980,3.44,11.439,+11.663,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698040,3.44,11.43,+11.665,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698100,3.44,11.421,+11.668,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698160,3.44,11.439,+11.659,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698220,3.44,11.43,+11.664,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698280,3.44,11.421,+11.667,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698340,3.44,11.412,+11.686,0.977,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698400,3.44,11.421,+11.661,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698460,3.44,11.421,+11.677,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698520,3.44,11.43,+11.665,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698580,3.44,11.403,+11.671,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698640,3.44,11.394,+11.685,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698700,3.44,11.412,+11.668,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698760,3.44,11.412,+11.669,0.976,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698820,3.44,11.403,+11.667,0.975,MiniDOt
7450-390616,2022-04-22T14:08:00Z,1650698880,3.44,11.385,+11.680,0.976,MiniDOt
