serial_number,file_date,time_sec,bv_volts,t_deg_c,do_mg_l,q,logger_type
7450-326945,2022-05-26T22:23:00Z,1653631980,3.46,14.001, +9.228,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653632280,3.46,13.932, +9.228,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653632580,3.46,13.949, +9.197,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653632880,3.46,13.992, +9.215,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653633180,3.46,13.975, +9.189,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653633480,3.46,13.905, +9.198,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653633780,3.46,13.827, +9.201,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653634080,3.46,13.757, +9.240,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653634380,3.46,13.775, +9.226,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653634680,3.46,13.784, +9.230,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653634980,3.46,13.757, +9.201,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653635280,3.46,13.714, +9.205,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653635580,3.46,13.696, +9.209,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653635880,3.46,13.67, +9.197,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653636180,3.46,13.644, +9.205,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653636480,3.46,13.592, +9.212,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653636780,3.46,13.592, +9.207,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653637080,3.46,13.592, +9.219,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653637380,3.46,13.522, +9.227,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653637680,3.45,13.469, +9.236,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653637980,3.45,13.478, +9.248,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653638280,3.45,13.469, +9.226,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653638580,3.45,13.408, +9.254,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653638880,3.45,13.434, +9.266,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653639180,3.45,13.391, +9.271,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653639480,3.45,13.373, +9.300,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653639780,3.45,13.382, +9.348,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653640080,3.45,13.408, +9.328,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653640380,3.45,13.408, +9.358,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653640680,3.45,13.347, +9.311,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653640980,3.45,13.373, +9.323,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653641280,3.45,13.321, +9.319,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653641580,3.45,13.286, +9.326,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653641880,3.45,13.294, +9.355,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653642180,3.45,13.259, +9.373,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653642480,3.45,13.268, +9.360,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653642780,3.45,13.251, +9.357,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653643080,3.45,13.242, +9.345,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653643380,3.45,13.224, +9.350,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653643680,3.45,13.198, +9.350,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653643980,3.45,13.154, +9.361,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653644280,3.45,13.154, +9.357,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653644580,3.45,13.128, +9.352,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653644880,3.45,13.11, +9.374,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653645180,3.45,13.084, +9.363,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653645480,3.45,13.04, +9.372,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653645780,3.45,13.058, +9.406,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653646080,3.45,13.066, +9.398,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653646380,3.45,13.058, +9.404,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653646680,3.45,13.014, +9.419,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653646980,3.45,13.005, +9.383,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653647280,3.45,12.97, +9.408,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653647580,3.46,12.961, +9.378,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653647880,3.45,12.934, +9.370,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653648180,3.45,12.926, +9.379,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653648480,3.46,12.917, +9.397,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653648780,3.46,12.882, +9.410,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653649080,3.46,12.846, +9.418,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653649380,3.46,12.838, +9.409,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653649680,3.46,12.802, +9.400,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653649980,3.46,12.705, +9.397,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653650280,3.46,12.653, +9.435,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653650580,3.46,12.697, +9.428,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653650880,3.46,12.564, +9.451,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653651180,3.46,12.52, +9.492,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653651480,3.46,12.6, +9.482,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653651780,3.46,12.52, +9.475,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653652080,3.46,12.467, +9.483,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653652380,3.46,12.538, +9.480,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653652680,3.45,12.414, +9.479,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653652980,3.45,12.343, +9.537,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653653280,3.46,12.458, +9.499,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653653580,3.45,12.396, +9.505,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653653880,3.46,12.432, +9.509,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653654180,3.46,12.449, +9.488,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653654480,3.46,12.449, +9.499,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653654780,3.45,12.396, +9.503,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653655080,3.45,12.352, +9.504,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653655380,3.45,12.378, +9.492,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653655680,3.45,12.361, +9.501,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653655980,3.45,12.387, +9.486,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653656280,3.45,12.299, +9.528,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653656580,3.45,12.263, +9.564,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653656880,3.45,12.308, +9.557,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653657180,3.45,12.299, +9.524,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653657480,3.45,12.316, +9.505,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653657780,3.45,12.308, +9.527,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653658080,3.45,12.281, +9.545,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653658380,3.45,12.308, +9.669,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653658680,3.45,12.308, +9.536,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653658980,3.45,14.305, +9.037,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653659280,3.45,14.088, +9.090,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653659580,3.45,13.74, +9.178,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653659880,3.45,13.688, +9.196,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653660180,3.45,13.653, +9.210,0.928,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653660480,3.45,13.688, +9.191,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653660780,3.45,13.74, +9.175,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653661080,3.45,13.801, +9.163,0.926,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653661380,3.45,13.853, +9.158,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653661680,3.45,13.949, +9.137,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653661980,3.45,14.019, +9.134,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653662280,3.45,14.105, +9.109,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653662580,3.45,14.184, +9.093,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653662880,3.45,14.227, +9.087,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653663180,3.45,14.314, +9.062,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653663480,3.45,14.4, +9.054,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653663780,3.45,14.487, +9.023,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653664080,3.45,14.556, +9.010,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653664380,3.45,14.634, +9.007,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653664680,3.45,14.712, +8.981,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653664980,3.45,14.798, +8.963,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653665280,3.45,14.858, +8.947,0.926,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653665580,3.45,14.936, +8.938,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653665880,3.45,15.013, +8.922,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653666180,3.45,15.64, +8.757,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653666480,3.45,15.726, +8.746,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653666780,3.45,15.666, +8.758,0.927,MiniDOt
7450-326945,2022-05-26T22:23:00Z,1653667080,3.45,15.666, +8.747,0.927,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653603960,3.46,17.581, +9.095,0.962,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653604260,3.46,15.719, +9.498,0.966,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653604560,3.46,15.376, +9.547,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653604860,3.46,15.316, +9.546,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653605160,3.46,15.471, +9.716,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653605460,3.46,15.531, +9.562,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653605760,3.46,15.565, +9.515,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653606060,3.46,15.574, +9.481,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653606360,3.46,15.531, +9.504,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653606660,3.46,15.496, +9.472,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653606960,3.46,15.531, +9.453,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653607260,3.46,15.548, +9.477,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653607560,3.46,15.651, +9.432,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653607860,3.46,15.719, +9.401,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653608160,3.46,15.745, +9.409,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653608460,3.46,15.693, +9.405,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653608760,3.46,15.685, +9.403,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653609060,3.46,15.651, +9.405,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653609360,3.46,15.642, +9.527,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653609660,3.46,15.659, +9.477,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653609960,3.46,15.659, +9.538,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653610260,3.46,15.685, +9.482,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653610560,3.46,15.668, +9.460,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653610860,3.46,15.668, +9.416,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653611160,3.46,15.659, +9.613,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653611460,3.46,15.642, +9.539,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653611760,3.46,15.616, +9.515,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653612060,3.46,15.599, +9.492,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653612360,3.46,15.539, +9.457,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653612660,3.46,15.522, +9.418,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653612960,3.46,15.539, +9.393,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653613260,3.46,15.539, +9.383,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653613560,3.46,15.531, +9.381,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653613860,3.46,15.496, +9.401,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653614160,3.46,15.496, +9.383,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653614460,3.46,15.488, +9.363,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653614760,3.46,15.471, +9.376,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653615060,3.46,15.419, +9.395,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653615360,3.46,15.419, +9.387,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653615660,3.46,15.359, +9.372,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653615960,3.46,15.256, +9.386,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653616260,3.46,15.23, +9.392,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653616560,3.46,15.205, +9.397,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653616860,3.46,15.213, +9.370,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653617160,3.46,15.179, +9.374,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653617460,3.46,15.188, +9.369,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653617760,3.46,15.162, +9.366,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653618060,3.46,15.153, +9.367,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653618360,3.46,15.127, +9.367,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653618660,3.46,15.11, +9.365,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653618960,3.46,15.11, +9.370,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653619260,3.46,15.093, +9.366,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653619560,3.46,15.076, +9.371,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653619860,3.46,15.102, +9.357,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653620160,3.46,15.084, +9.374,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653620460,3.46,15.05, +9.351,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653620760,3.46,15.033, +9.368,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653621060,3.46,14.99, +9.365,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653621360,3.46,14.973, +9.379,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653621660,3.46,14.964, +9.359,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653621960,3.46,14.938, +9.352,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653622260,3.46,14.912, +9.366,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653622560,3.46,14.869, +9.380,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653622860,3.46,14.843, +9.384,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653623160,3.46,14.826, +9.376,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653623460,3.46,14.774, +9.370,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653623760,3.46,14.774, +9.382,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653624060,3.46,14.766, +9.368,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653624360,3.46,14.783, +9.348,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653624660,3.46,14.748, +9.365,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653624960,3.46,14.697, +9.377,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653625260,3.46,14.654, +9.382,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653625560,3.46,14.636, +9.383,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653625860,3.46,14.602, +9.379,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653626160,3.46,14.576, +9.378,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653626460,3.46,14.541, +9.392,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653626760,3.45,14.507, +9.385,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653627060,3.46,14.394, +9.395,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653627360,3.46,14.264, +9.415,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653627660,3.46,14.247, +9.419,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653627960,3.46,14.264, +9.432,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653628260,3.46,14.264, +9.416,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653628560,3.46,14.334, +9.406,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653628860,3.46,14.334, +9.403,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653629160,3.45,14.36, +9.394,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653629460,3.46,14.334, +9.400,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653629760,3.46,14.299, +9.415,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653630060,3.46,14.23, +9.413,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653630360,3.46,14.195, +9.423,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653630660,3.46,14.152, +9.417,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653630960,3.46,14.108, +9.436,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653631260,3.46,14.073, +9.445,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653631560,3.46,14.056, +9.437,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653631860,3.46,14.004, +9.448,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653632160,3.46,13.926, +9.446,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653632460,3.46,13.865, +9.463,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653632760,3.46,13.83, +9.476,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653633060,3.46,13.821, +9.472,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653633360,3.46,13.847, +9.464,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653633660,3.46,13.865, +9.461,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653633960,3.46,13.821, +9.462,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653634260,3.46,13.76, +9.455,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653634560,3.46,13.743, +9.466,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653634860,3.46,13.725, +9.461,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653635160,3.46,13.708, +9.476,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653635460,3.46,13.673, +9.481,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653635760,3.46,13.664, +9.481,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653636060,3.46,13.63, +9.484,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653636360,3.46,13.595, +9.482,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653636660,3.46,13.542, +9.493,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653636960,3.46,13.507, +9.502,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653637260,3.46,13.49, +9.497,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653637560,3.46,13.464, +9.488,0.967,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653637860,3.45,13.402, +9.513,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653638160,3.45,13.376, +9.516,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653638460,3.45,13.359, +9.510,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653638760,3.45,13.324, +9.523,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653639060,3.45,13.28, +9.532,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653639360,3.45,13.245, +9.535,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653639660,3.45,13.21, +9.550,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653639960,3.45,13.192, +9.552,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653640260,3.45,13.236, +9.545,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653640560,3.45,13.245, +9.529,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653640860,3.45,13.21, +9.553,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653641160,3.45,13.192, +9.548,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653641460,3.45,13.21, +9.542,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653641760,3.45,13.201, +9.543,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653642060,3.45,13.201, +9.561,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653642360,3.45,13.201, +9.539,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653642660,3.45,13.157, +9.556,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653642960,3.45,13.14, +9.557,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653643260,3.45,13.149, +9.550,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653643560,3.45,13.131, +9.560,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653643860,3.45,13.096, +9.562,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653644160,3.46,13.07, +9.565,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653644460,3.46,13.034, +9.584,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653644760,3.46,13.017, +9.579,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653645060,3.46,12.999, +9.575,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653645360,3.46,12.999, +9.575,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653645660,3.46,12.955, +9.580,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653645960,3.46,12.929, +9.587,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653646260,3.46,12.92, +9.600,0.969,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653646560,3.46,12.92, +9.586,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653646860,3.46,12.903, +9.589,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653647160,3.46,12.885, +9.589,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653647460,3.46,12.885, +9.589,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653647760,3.46,12.859, +9.588,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653648060,3.46,12.841, +9.588,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653648360,3.46,12.823, +9.594,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653648660,3.46,12.806, +9.593,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653648960,3.46,12.806, +9.596,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653649260,3.46,12.779, +9.593,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653649560,3.46,12.753, +9.600,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653649860,3.46,12.718, +9.597,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653650160,3.46,12.647, +9.622,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653650460,3.46,12.665, +9.601,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653650760,3.46,12.568, +9.631,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653651060,3.46,12.541, +9.636,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653651360,3.46,12.506, +9.643,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653651660,3.46,12.497, +9.645,0.968,MiniDOt
7450-328028,2022-05-26T22:26:00Z,1653651960,3.46,12.462, +9.659,0.968,MiniDOt
