united_code,lake,date,year,month,jd,time,depth,light_percent,light_situ,log_e_light,flag
979_1993-07-07,979,1993-07-07,1993,7,188,8:05:00,1.25,19.86,120,4.787491743,no
979_1993-07-07,979,1993-07-07,1993,7,188,8:05:00,1.5,14.18,85.7,4.450852826,no
979_1993-07-07,979,1993-07-07,1993,7,188,8:05:00,1.75,11.63,70.3,4.252771799,no
979_1993-07-07,979,1993-07-07,1993,7,188,8:05:00,2,9.42,56.9,4.041295341,no
979_1993-07-07,979,1993-07-07,1993,7,188,8:05:00,2.25,6.23,37.6,3.62700405,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,0,100,624.1,6.436310612,yes
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,0.25,40.08,250.2,5.522260598,yes
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,0.5,30.63,191.2,5.253320001,yes
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,0.75,11.83,73.86,4.302171409,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,1,6.68,41.67,3.729781445,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,1.25,4.23,26.42,3.274121299,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,1.5,2.62,16.33,2.793003907,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,1.75,1.59,9.92,2.294552921,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,2,1.02,6.36,1.850028377,no
979_1993-07-21,979,1993-07-21,1993,7,202,7:59:00,2.25,0.59,3.69,1.305626458,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,0,100,672.1,6.510407139,yes
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,0.25,59.72,401.4,5.994958436,yes
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,0.5,39.6,266.2,5.584247906,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,0.75,26.24,176.4,5.172754144,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,1,19.4,130.4,4.870606649,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,1.25,11.04,74.2,4.30676415,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,1.5,5.86,39.4,3.673765816,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,1.75,1.98,13.3,2.587764035,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,2,1.09,7.3,1.987874348,no
979_1993-08-11,979,1993-08-11,1993,8,223,8:12:00,2.25,0.42,2.8,1.029619417,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,0,100,145.8,4.98223582,yes
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,0.25,44.03,64.2,4.162003211,yes
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,0.5,22.77,33.2,3.502549876,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,0.75,12.78,18.64,2.925309809,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,1,7.05,10.28,2.33020026,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,1.25,4.31,6.28,1.83736998,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,1.5,2.7,3.93,1.368639426,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,1.75,1.63,2.37,0.862889955,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,2,1.07,1.56,0.444685821,no
979_1993-09-08,979,1993-09-08,1993,9,251,7:20:00,2.25,0.65,0.95,-0.051293294,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,0,100,51,3.931825633,yes
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,0.25,46.35,23.64,3.162940193,yes
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,0.5,20.96,10.69,2.369308725,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,0.75,13.72,7,1.945910149,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,1,8.39,4.28,1.45395301,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,1.25,5.61,2.86,1.050821625,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,1.5,3.16,1.61,0.476234179,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,1.75,2.33,1.19,0.173953307,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,2,1.67,0.85,-0.162518929,no
979_1993-10-05,979,1993-10-05,1993,10,278,8:30:00,2.25,1.12,0.57,-0.562118918,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,0,100,535.1,6.282453645,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,0.25,95.86,513,6.240275845,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,0.5,63.72,341,5.831882477,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,0.75,55.69,298,5.697093487,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,1,48.96,262,5.568344504,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,1.25,32.51,174,5.159055299,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,1.5,27.65,148,4.997212274,no
979_1994-05-10,979,1994-05-10,1994,5,130,8:15:00,1.75,22.05,118,4.770684624,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,0,100,663,6.49677499,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,0.25,52.94,351,5.860786223,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,0.5,42.38,281,5.638354669,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,0.75,28.2,187,5.231108617,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,1,22.32,148,4.997212274,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,1.25,15.38,102,4.624972813,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,1.5,11.16,74,4.304065093,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,1.75,6.03,40,3.688879454,no
979_1994-05-24,979,1994-05-24,1994,5,144,8:15:00,2,3.77,25,3.218875825,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,0,100,871,6.769641977,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,0.25,61.99,540,6.29156914,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,0.5,32.49,283,5.645446898,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,0.75,16.64,145,4.976733742,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,1,13.43,117,4.762173935,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,1.25,9.53,83,4.418840608,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,1.5,6.77,59,4.077537444,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,1.75,4.25,37,3.610917913,no
979_1994-06-07,979,1994-06-07,1994,6,158,8:15:00,2,0.69,6,1.791759469,yes
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,0,100,668,6.504288174,yes
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,0.25,50.59,338,5.823045895,yes
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,0.5,21.85,146,4.983606622,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,0.75,10.92,73,4.290459441,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,1,7.49,50,3.912023005,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,1.25,4.19,28,3.33220451,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,1.5,2.99,20,2.995732274,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,1.75,1.95,13,2.564949357,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,2,1.65,11,2.397895273,no
979_1994-06-21,979,1994-06-21,1994,6,172,8:15:00,2.25,1.35,9,2.197224577,yes
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,0,100,242.2,5.489763831,yes
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,0.25,36.62,88.7,4.485259889,no
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,0.5,15.52,37.6,3.62700405,no
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,0.75,7.72,18.69,2.927988621,no
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,1,3.03,7.35,1.994700313,no
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,1.25,1.67,4.04,1.396244692,no
979_1994-07-05,979,1994-07-05,1994,7,186,8:25:00,1.5,0.97,2.36,0.858661619,yes
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,0,100,225.3,5.417432847,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,0.25,59.83,134.8,4.903792198,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,0.5,34.43,77.58,4.351309662,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,0.75,15.45,34.82,3.550191934,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,1,12.4,27.94,3.330059354,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,1.25,9.45,21.3,3.058707073,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,1.5,5.7,12.85,2.553343811,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,1.75,2.56,5.77,1.752672081,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,2,1.29,2.9,1.064710737,no
979_1994-07-19,979,1994-07-19,1994,7,200,7:30:00,2.25,0.57,1.28,0.246860078,yes
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,0,100,454.5,6.119197914,yes
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,0.25,54.12,246,5.505331536,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,0.5,25.74,117,4.762173935,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,0.75,17.38,79.02,4.369700985,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,1,10.56,48,3.871201011,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,1.25,5.72,25.98,3.257327011,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,1.5,3.62,16.45,2.800325477,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,1.75,2.61,11.87,2.474014209,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,2,1.78,8.08,2.089391873,no
979_1994-08-02,979,1994-08-02,1994,8,214,8:00:00,2.25,1.22,5.53,1.710187816,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,0,100,326.9,5.789654314,yes
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,0.25,31.44,102.8,4.632785353,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,0.5,15.83,51.75,3.946424432,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,0.75,8.47,27.68,3.320710131,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,1,4.48,14.63,2.683074215,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,1.25,2.21,7.24,1.979621206,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,1.5,1.24,4.05,1.398716881,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,1.75,0.68,2.22,0.797507196,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,2,0.39,1.27,0.2390169,no
979_1994-08-16,979,1994-08-16,1994,8,228,8:30:00,2.25,0.17,0.57,-0.562118918,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,0,100,242.5,5.49100171,yes
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,0.25,30.58,74.18,4.306494572,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,0.5,12.92,31.34,3.444895237,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,0.75,5.24,12.7,2.541601993,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,1,3.01,7.3,1.987874348,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,1.25,1.51,3.66,1.297463147,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,1.5,0.69,1.67,0.512823626,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,1.75,0.39,0.94,-0.061875404,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,2,0.25,0.6,-0.510825624,no
979_1994-08-30,979,1994-08-30,1994,8,242,7:30:00,2.25,8.66,0.21,-1.560647748,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,0,100,1250,7.13089883,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,0.25,17.51,218.9,5.388615005,yes
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,0.5,11.54,144.3,4.971894466,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,0.75,3.65,45.6,3.819907717,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,1,1.84,23.03,3.136797714,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,1.25,0.91,11.37,2.430978308,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,1.5,0.4,5.04,1.617406082,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,1.75,9.76,1.22,0.198850859,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,2,0.03,0.35,-1.049822124,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,2.25,1.68,0.21,-1.560647748,no
979_1994-08-31,979,1994-08-31,1994,8,243,14:20:00,2.5,9.6,0.12,-2.120263536,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,0,100,76.4,4.335982696,yes
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,0.25,28.4,21.7,3.077312261,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,0.5,14.13,10.8,2.379546134,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,0.75,6.62,5.06,1.621366483,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,1,3.49,2.67,0.982078472,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,1.25,1.52,1.16,0.148420005,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,1.5,0.68,0.52,-0.653926467,yes
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,1.75,0.46,0.35,-1.049822124,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,2,0.29,0.22,-1.514127733,no
979_1994-09-13,979,1994-09-13,1994,9,256,9:00:00,2.25,0.18,0.14,-1.966112856,no
979_1994-10-11,979,1994-10-11,1994,10,284,8:10:00,0,100,454.3,6.118757773,no
979_1994-10-11,979,1994-10-11,1994,10,284,8:10:00,0.25,31.69,144,4.9698133,no
979_1994-10-11,979,1994-10-11,1994,10,284,8:10:00,0.5,14.13,64.2,4.162003211,no
979_1994-10-11,979,1994-10-11,1994,10,284,8:10:00,0.75,5.64,25.6,3.242592351,no
979_1994-10-11,979,1994-10-11,1994,10,284,8:10:00,1,2.06,9.38,2.238579763,no
979_1994-10-11,979,1994-10-11,1994,10,284,8:10:00,1.25,1.08,4.92,1.593308531,no
979_1995-05-10,979,1995-05-10,1995,5,130,9:30:00,0,100,927,6.831953566,yes
979_1995-05-10,979,1995-05-10,1995,5,130,9:30:00,0.25,40.88,379,5.937536205,no
979_1995-05-10,979,1995-05-10,1995,5,130,9:30:00,0.5,35.49,329,5.796057751,no
979_1995-05-10,979,1995-05-10,1995,5,130,9:30:00,0.75,26.96,250,5.521460918,no
979_1995-05-10,979,1995-05-10,1995,5,130,9:30:00,1,21.89,203,5.313205979,no
979_1995-05-10,979,1995-05-10,1995,5,130,9:30:00,1.25,17.15,159,5.068904202,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,0,100,475,6.163314804,yes
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,0.25,63.15,300,5.703782475,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,0.5,44.84,213,5.361292166,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,0.75,30.94,147,4.990432587,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,1,23.78,113,4.727387819,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,1.25,20,95,4.553876892,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,1.5,14.94,71,4.262679877,no
979_1995-05-24,979,1995-05-24,1995,5,144,10:20:00,2,9.05,43,3.761200116,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,0,100,443.9,6.095599312,yes
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,0.25,41.18,182.8,5.208392659,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,0.5,25.86,114.8,4.743191484,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,0.75,17.03,75.6,4.325456283,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,1,9.15,40.6,3.703768067,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,1.25,8.29,36.8,3.605497845,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,1.5,6.42,28.5,3.349904087,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,1.75,4.78,21.2,3.054001182,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,2,3.58,15.9,2.766319109,no
979_1995-06-07,979,1995-06-07,1995,6,158,10:28:00,2.25,2.28,10.1,2.312535424,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,0,100,1087,6.991176887,yes
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,0.25,37.9,412,6.021023349,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,0.5,23.18,252,5.529429088,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,0.75,15.36,167,5.117993812,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,1,9.38,102,4.624972813,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,1.25,5.28,57.4,4.050044303,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,1.5,3.23,35.1,3.55820113,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,1.75,2.79,30.3,3.411147713,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,2,2.3,25,3.218875825,no
979_1995-06-21,979,1995-06-21,1995,6,172,10:20:00,2.25,1.24,13.5,2.602689685,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,0,100,1009,6.91671502,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,0.25,44.4,448,6.104793232,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,0.5,17.74,179,5.187385806,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,0.75,8.36,84.4,4.435567402,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,1,3.87,39,3.663561646,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,1.25,1.91,19.3,2.960105096,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,1.5,1.34,13.5,2.602689685,no
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,1.75,1.01,10.2,2.32238772,yes
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,2,0.74,7.5,2.014903021,yes
979_1995-07-19,979,1995-07-19,1995,7,200,10:15:00,2.25,0.48,4.8,1.568615918,yes
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,0,100,1022,6.929516771,yes
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,0.25,16.24,166,5.111987788,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,0.5,4.84,49.5,3.90197267,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,0.75,1.32,13.5,2.602689685,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,1,0.46,4.7,1.547562509,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,1.25,0.16,1.59,0.463734016,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,1.5,6.85,0.7,-0.356674944,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,1.75,2.64,0.27,-1.30933332,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,2,1.08,0.11,-2.207274913,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,2.25,3.91,0.04,-3.218875825,no
979_1995-08-02,979,1995-08-02,1995,8,214,6:40:00,2.5,1.96,0.02,-3.912023005,yes
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,0,100,1360,7.215239979,yes
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,0.25,15.58,212,5.356586275,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,0.5,3.13,42.5,3.749504076,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,0.75,1.23,16.7,2.815408719,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,1,0.33,4.54,1.512927012,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,1.25,0.11,1.55,0.438254931,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,1.5,3.38,0.46,-0.776528789,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,1.75,1.54,0.21,-1.560647748,no
979_1995-08-16,979,1995-08-16,1995,8,228,10:00:00,2,1.03,0.14,-1.966112856,yes
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,0,100,87.5,4.471638793,yes
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,0.25,10.97,9.6,2.261763098,no
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,0.5,2.06,1.8,0.587786665,no
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,0.75,0.73,0.64,-0.446287103,no
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,1,0.18,0.16,-1.832581464,no
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,1.25,4.57,0.04,-3.218875825,no
979_1995-08-30,979,1995-08-30,1995,8,242,10:41:00,1.5,2.29,0.02,-3.912023005,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,0,100,315,5.752572639,yes
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,0.25,7.52,23.7,3.165475048,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,0.5,1.68,5.3,1.667706821,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,0.75,0.35,1.1,0.09531018,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,1,0.13,0.41,-0.891598119,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,1.25,3.81,0.12,-2.120263536,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,1.5,1.59,0.05,-2.995732274,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,1.75,6.35,0.02,-3.912023005,no
979_1995-09-13,979,1995-09-13,1995,9,256,8:55:00,2,3.17,0.01,-4.605170186,yes
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,0,100,1200,7.090076836,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,0.25,77.49,930,6.835184586,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,0.5,62.5,750,6.620073207,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,0.75,50,600,6.396929655,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,1,30.83,370,5.913503006,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,1.25,27.5,330,5.799092654,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,1.5,20.83,250,5.521460918,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,1.75,18.75,225,5.416100402,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,2,14.58,175,5.164785974,no
979_1996-05-21,979,1996-05-21,1996,5,142,9:25:00,2.25,11.24,135,4.905274778,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,0,100,1232,7.116394144,yes
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,0.25,54.38,670,6.507277712,yes
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,0.5,26.37,325,5.783825182,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,0.75,18.75,231,5.442417711,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,1,17.45,215,5.370638028,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,1.25,15.82,195,5.272999559,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,1.5,13.23,163,5.093750201,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,1.75,9.5,117,4.762173935,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,2,7.22,89,4.48863637,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,2.25,6.41,79,4.369447852,no
979_1996-06-04,979,1996-06-04,1996,6,156,12:55:00,2.5,5.68,70,4.248495242,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,0,100,858,6.754604099,yes
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,0.25,32.98,283,5.645446898,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,0.5,15.85,136,4.912654886,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,0.75,11.53,99,4.59511985,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,1,6.88,59,4.077537444,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,1.25,4.66,40,3.688879454,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,1.5,2.33,20,2.995732274,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,1.75,1.52,13,2.564949357,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,2,0.82,7,1.945910149,no
979_1996-06-18,979,1996-06-18,1996,6,170,8:20:00,2.25,0.47,4,1.386294361,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,0,100,665,6.499787041,yes
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,0.25,27.06,180,5.192956851,yes
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,0.5,13.53,90,4.49980967,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,0.75,6.17,41,3.713572067,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,1,3.76,25,3.218875825,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,1.25,2.26,15,2.708050201,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,1.5,1.4,9.3,2.2300144,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,1.75,0.98,6.5,1.871802177,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,2,0.65,4.3,1.458615023,no
979_1996-07-03,979,1996-07-03,1996,7,185,9:42:00,2.25,0.41,2.7,0.993251773,no
979_1996-07-16,979,1996-07-16,1996,7,198,9:45:00,0,100,1364,7.218176838,no
979_1996-07-16,979,1996-07-16,1996,7,198,9:45:00,0.25,36.65,500,6.214608098,no
979_1996-07-16,979,1996-07-16,1996,7,198,9:45:00,0.5,23.46,320,5.768320996,no
979_1996-07-16,979,1996-07-16,1996,7,198,9:45:00,0.75,15.39,210,5.347107531,no
979_1996-07-16,979,1996-07-16,1996,7,198,9:45:00,1,6.45,88,4.477336814,no
